consumer_id,cluster,cluster_label
KH00111885,1,Higher online-spend share — Segment 2
KH00111890,0,Lower-frequency activity — Segment 1
KH00111925,1,Higher online-spend share — Segment 2
KH00111930,1,Higher online-spend share — Segment 2
KH00111965,0,Lower-frequency activity — Segment 1
KH00111970,0,Lower-frequency activity — Segment 1
KH00112005,0,Lower-frequency activity — Segment 1
KH00112010,0,Lower-frequency activity — Segment 1
KH00112045,1,Higher online-spend share — Segment 2
KH00112050,1,Higher online-spend share — Segment 2
KH00112085,0,Lower-frequency activity — Segment 1
KH00112090,1,Higher online-spend share — Segment 2
KH00112125,1,Higher online-spend share — Segment 2
KH00112130,0,Lower-frequency activity — Segment 1
KH00112165,0,Lower-frequency activity — Segment 1
KH00112170,0,Lower-frequency activity — Segment 1
KH00112205,1,Higher online-spend share — Segment 2
KH00112210,0,Lower-frequency activity — Segment 1
KH00112245,0,Lower-frequency activity — Segment 1
KH00112250,0,Lower-frequency activity — Segment 1
KH00112285,1,Higher online-spend share — Segment 2
KH00112290,0,Lower-frequency activity — Segment 1
KH00112325,0,Lower-frequency activity — Segment 1
KH00112330,0,Lower-frequency activity — Segment 1
KH00112365,0,Lower-frequency activity — Segment 1
KH00112370,1,Higher online-spend share — Segment 2
KH00112405,0,Lower-frequency activity — Segment 1
KH00112410,0,Lower-frequency activity — Segment 1
KH00112445,0,Lower-frequency activity — Segment 1
KH00112450,0,Lower-frequency activity — Segment 1
KH00112485,1,Higher online-spend share — Segment 2
KH00112490,0,Lower-frequency activity — Segment 1
KH00112525,0,Lower-frequency activity — Segment 1
KH00112530,0,Lower-frequency activity — Segment 1
KH00112565,0,Lower-frequency activity — Segment 1
KH00112570,0,Lower-frequency activity — Segment 1
KH00112605,1,Higher online-spend share — Segment 2
KH00112610,0,Lower-frequency activity — Segment 1
KH00112645,0,Lower-frequency activity — Segment 1
KH00112650,1,Higher online-spend share — Segment 2
KH00112685,1,Higher online-spend share — Segment 2
KH00112690,0,Lower-frequency activity — Segment 1
KH00112725,1,Higher online-spend share — Segment 2
KH00112730,1,Higher online-spend share — Segment 2
KH00112765,1,Higher online-spend share — Segment 2
KH00112770,0,Lower-frequency activity — Segment 1
KH00112805,0,Lower-frequency activity — Segment 1
KH00112810,0,Lower-frequency activity — Segment 1
KH00112845,0,Lower-frequency activity — Segment 1
KH00112850,0,Lower-frequency activity — Segment 1
KH00112885,0,Lower-frequency activity — Segment 1
KH00112890,0,Lower-frequency activity — Segment 1
KH00112925,0,Lower-frequency activity — Segment 1
KH00112930,0,Lower-frequency activity — Segment 1
KH00112965,1,Higher online-spend share — Segment 2
KH00112970,0,Lower-frequency activity — Segment 1
KH00113005,0,Lower-frequency activity — Segment 1
KH00113010,1,Higher online-spend share — Segment 2
KH00113045,1,Higher online-spend share — Segment 2
KH00113050,1,Higher online-spend share — Segment 2
KH00113085,1,Higher online-spend share — Segment 2
KH00113090,0,Lower-frequency activity — Segment 1
KH00113125,1,Higher online-spend share — Segment 2
KH00113130,0,Lower-frequency activity — Segment 1
KH00113165,1,Higher online-spend share — Segment 2
KH00113170,1,Higher online-spend share — Segment 2
KH00113205,0,Lower-frequency activity — Segment 1
KH00113210,0,Lower-frequency activity — Segment 1
KH00113245,0,Lower-frequency activity — Segment 1
KH00113250,1,Higher online-spend share — Segment 2
KH00113285,1,Higher online-spend share — Segment 2
KH00113290,1,Higher online-spend share — Segment 2
KH00113325,1,Higher online-spend share — Segment 2
KH00113330,0,Lower-frequency activity — Segment 1
KH00113365,1,Higher online-spend share — Segment 2
KH00113370,0,Lower-frequency activity — Segment 1
KH00113405,1,Higher online-spend share — Segment 2
KH00113410,1,Higher online-spend share — Segment 2
KH00113445,0,Lower-frequency activity — Segment 1
KH00113450,1,Higher online-spend share — Segment 2
KH00113485,0,Lower-frequency activity — Segment 1
KH00113490,1,Higher online-spend share — Segment 2
KH00113525,1,Higher online-spend share — Segment 2
KH00113530,1,Higher online-spend share — Segment 2
KH00113565,1,Higher online-spend share — Segment 2
KH00113570,0,Lower-frequency activity — Segment 1
KH00113605,0,Lower-frequency activity — Segment 1
KH00113610,1,Higher online-spend share — Segment 2
KH00113645,0,Lower-frequency activity — Segment 1
KH00113650,1,Higher online-spend share — Segment 2
KH00113685,1,Higher online-spend share — Segment 2
KH00113690,1,Higher online-spend share — Segment 2
KH00113725,1,Higher online-spend share — Segment 2
KH00113730,0,Lower-frequency activity — Segment 1
KH00113765,0,Lower-frequency activity — Segment 1
KH00113770,1,Higher online-spend share — Segment 2
KH00113805,0,Lower-frequency activity — Segment 1
KH00113810,0,Lower-frequency activity — Segment 1
KH00113845,1,Higher online-spend share — Segment 2
KH00113850,1,Higher online-spend share — Segment 2
KH00113885,1,Higher online-spend share — Segment 2
KH00113890,1,Higher online-spend share — Segment 2
KH00113925,1,Higher online-spend share — Segment 2
KH00113930,0,Lower-frequency activity — Segment 1
KH00113965,0,Lower-frequency activity — Segment 1
KH00113970,0,Lower-frequency activity — Segment 1
KH00114005,1,Higher online-spend share — Segment 2
KH00114010,1,Higher online-spend share — Segment 2
KH00114045,0,Lower-frequency activity — Segment 1
KH00114050,1,Higher online-spend share — Segment 2
KH00114085,1,Higher online-spend share — Segment 2
KH00114090,0,Lower-frequency activity — Segment 1
KH00114125,0,Lower-frequency activity — Segment 1
KH00114130,1,Higher online-spend share — Segment 2
KH00114165,0,Lower-frequency activity — Segment 1
KH00114170,0,Lower-frequency activity — Segment 1
KH00114205,1,Higher online-spend share — Segment 2
KH00114210,1,Higher online-spend share — Segment 2
KH00114245,0,Lower-frequency activity — Segment 1
KH00114250,0,Lower-frequency activity — Segment 1
KH00114285,1,Higher online-spend share — Segment 2
KH00114290,0,Lower-frequency activity — Segment 1
KH00114325,0,Lower-frequency activity — Segment 1
KH00114330,1,Higher online-spend share — Segment 2
KH00114365,1,Higher online-spend share — Segment 2
KH00114370,0,Lower-frequency activity — Segment 1
KH00114405,1,Higher online-spend share — Segment 2
KH00114410,1,Higher online-spend share — Segment 2
KH00114445,0,Lower-frequency activity — Segment 1
KH00114450,0,Lower-frequency activity — Segment 1
KH00114485,0,Lower-frequency activity — Segment 1
KH00114490,0,Lower-frequency activity — Segment 1
KH00114525,0,Lower-frequency activity — Segment 1
KH00114530,1,Higher online-spend share — Segment 2
KH00114565,0,Lower-frequency activity — Segment 1
KH00114570,1,Higher online-spend share — Segment 2
KH00114605,1,Higher online-spend share — Segment 2
KH00114610,0,Lower-frequency activity — Segment 1
KH00114645,0,Lower-frequency activity — Segment 1
KH00114650,0,Lower-frequency activity — Segment 1
KH00114685,0,Lower-frequency activity — Segment 1
KH00114690,0,Lower-frequency activity — Segment 1
KH00114725,1,Higher online-spend share — Segment 2
KH00114730,0,Lower-frequency activity — Segment 1
KH00114765,0,Lower-frequency activity — Segment 1
KH00114770,0,Lower-frequency activity — Segment 1
KH00114805,1,Higher online-spend share — Segment 2
KH00114810,1,Higher online-spend share — Segment 2
KH00114845,1,Higher online-spend share — Segment 2
KH00114850,0,Lower-frequency activity — Segment 1
KH00114885,0,Lower-frequency activity — Segment 1
KH00114890,0,Lower-frequency activity — Segment 1
KH00114925,1,Higher online-spend share — Segment 2
KH00114930,0,Lower-frequency activity — Segment 1
KH00114965,0,Lower-frequency activity — Segment 1
KH00114970,1,Higher online-spend share — Segment 2
KH00115005,0,Lower-frequency activity — Segment 1
KH00115010,0,Lower-frequency activity — Segment 1
KH00115045,1,Higher online-spend share — Segment 2
KH00115050,1,Higher online-spend share — Segment 2
KH00115085,0,Lower-frequency activity — Segment 1
KH00115090,1,Higher online-spend share — Segment 2
KH00115125,0,Lower-frequency activity — Segment 1
KH00115130,1,Higher online-spend share — Segment 2
KH00115165,0,Lower-frequency activity — Segment 1
KH00115170,1,Higher online-spend share — Segment 2
KH00115205,0,Lower-frequency activity — Segment 1
KH00115210,1,Higher online-spend share — Segment 2
KH00115245,1,Higher online-spend share — Segment 2
KH00115250,0,Lower-frequency activity — Segment 1
KH00115285,0,Lower-frequency activity — Segment 1
KH00115290,1,Higher online-spend share — Segment 2
KH00115325,1,Higher online-spend share — Segment 2
KH00115330,0,Lower-frequency activity — Segment 1
KH00115365,1,Higher online-spend share — Segment 2
KH00115370,1,Higher online-spend share — Segment 2
KH00115405,1,Higher online-spend share — Segment 2
KH00115410,1,Higher online-spend share — Segment 2
KH00115445,0,Lower-frequency activity — Segment 1
KH00115450,1,Higher online-spend share — Segment 2
KH00115485,0,Lower-frequency activity — Segment 1
KH00115490,1,Higher online-spend share — Segment 2
KH00115525,0,Lower-frequency activity — Segment 1
KH00115530,1,Higher online-spend share — Segment 2
KH00115565,0,Lower-frequency activity — Segment 1
KH00115570,0,Lower-frequency activity — Segment 1
KH00115605,1,Higher online-spend share — Segment 2
KH00115610,0,Lower-frequency activity — Segment 1
KH00115645,1,Higher online-spend share — Segment 2
KH00115650,1,Higher online-spend share — Segment 2
KH00115685,1,Higher online-spend share — Segment 2
KH00115690,0,Lower-frequency activity — Segment 1
KH00115725,1,Higher online-spend share — Segment 2
KH00115730,1,Higher online-spend share — Segment 2
KH00115765,1,Higher online-spend share — Segment 2
KH00115770,0,Lower-frequency activity — Segment 1
KH00115805,0,Lower-frequency activity — Segment 1
KH00115810,0,Lower-frequency activity — Segment 1
KH00115845,0,Lower-frequency activity — Segment 1
KH00115850,1,Higher online-spend share — Segment 2
KH00115885,0,Lower-frequency activity — Segment 1
KH00115890,1,Higher online-spend share — Segment 2
KH00115925,1,Higher online-spend share — Segment 2
KH00115930,0,Lower-frequency activity — Segment 1
KH00115965,0,Lower-frequency activity — Segment 1
KH00115970,1,Higher online-spend share — Segment 2
KH00116005,0,Lower-frequency activity — Segment 1
KH00116010,0,Lower-frequency activity — Segment 1
KH00116045,0,Lower-frequency activity — Segment 1
KH00116050,0,Lower-frequency activity — Segment 1
KH00116085,0,Lower-frequency activity — Segment 1
KH00116090,0,Lower-frequency activity — Segment 1
KH00116125,1,Higher online-spend share — Segment 2
KH00116130,0,Lower-frequency activity — Segment 1
KH00116165,0,Lower-frequency activity — Segment 1
KH00116170,0,Lower-frequency activity — Segment 1
KH00116205,0,Lower-frequency activity — Segment 1
KH00116210,0,Lower-frequency activity — Segment 1
KH00116245,1,Higher online-spend share — Segment 2
KH00116250,0,Lower-frequency activity — Segment 1
KH00116285,0,Lower-frequency activity — Segment 1
KH00116290,0,Lower-frequency activity — Segment 1
KH00116325,1,Higher online-spend share — Segment 2
KH00116330,1,Higher online-spend share — Segment 2
KH00116365,0,Lower-frequency activity — Segment 1
KH00116370,1,Higher online-spend share — Segment 2
KH00116405,0,Lower-frequency activity — Segment 1
KH00116410,0,Lower-frequency activity — Segment 1
KH00116445,1,Higher online-spend share — Segment 2
KH00116450,0,Lower-frequency activity — Segment 1
KH00116485,1,Higher online-spend share — Segment 2
KH00116490,0,Lower-frequency activity — Segment 1
KH00116525,0,Lower-frequency activity — Segment 1
KH00116530,1,Higher online-spend share — Segment 2
KH00116565,0,Lower-frequency activity — Segment 1
KH00116570,0,Lower-frequency activity — Segment 1
KH00116605,1,Higher online-spend share — Segment 2
KH00116610,1,Higher online-spend share — Segment 2
KH00116645,1,Higher online-spend share — Segment 2
KH00116650,1,Higher online-spend share — Segment 2
KH00116685,0,Lower-frequency activity — Segment 1
KH00116690,1,Higher online-spend share — Segment 2
KH00116725,1,Higher online-spend share — Segment 2
KH00116730,1,Higher online-spend share — Segment 2
KH00116765,1,Higher online-spend share — Segment 2
KH00116770,0,Lower-frequency activity — Segment 1
KH00116805,1,Higher online-spend share — Segment 2
KH00116810,0,Lower-frequency activity — Segment 1
KH00116845,1,Higher online-spend share — Segment 2
KH00116850,0,Lower-frequency activity — Segment 1
KH00116885,0,Lower-frequency activity — Segment 1
KH00116890,0,Lower-frequency activity — Segment 1
KH00116925,0,Lower-frequency activity — Segment 1
KH00116930,1,Higher online-spend share — Segment 2
KH00116965,0,Lower-frequency activity — Segment 1
KH00116970,1,Higher online-spend share — Segment 2
KH00117005,0,Lower-frequency activity — Segment 1
KH00117010,0,Lower-frequency activity — Segment 1
KH00117045,1,Higher online-spend share — Segment 2
KH00117050,0,Lower-frequency activity — Segment 1
KH00117085,1,Higher online-spend share — Segment 2
KH00117090,0,Lower-frequency activity — Segment 1
KH00117125,0,Lower-frequency activity — Segment 1
KH00117130,0,Lower-frequency activity — Segment 1
KH00117165,1,Higher online-spend share — Segment 2
KH00117170,1,Higher online-spend share — Segment 2
KH00117205,0,Lower-frequency activity — Segment 1
KH00117210,0,Lower-frequency activity — Segment 1
KH00117245,0,Lower-frequency activity — Segment 1
KH00117250,1,Higher online-spend share — Segment 2
KH00117285,1,Higher online-spend share — Segment 2
KH00117290,0,Lower-frequency activity — Segment 1
KH00117325,1,Higher online-spend share — Segment 2
KH00117330,1,Higher online-spend share — Segment 2
KH00117365,1,Higher online-spend share — Segment 2
KH00117370,0,Lower-frequency activity — Segment 1
KH00117405,0,Lower-frequency activity — Segment 1
KH00117410,1,Higher online-spend share — Segment 2
KH00117445,1,Higher online-spend share — Segment 2
KH00117450,0,Lower-frequency activity — Segment 1
KH00117485,1,Higher online-spend share — Segment 2
KH00117490,1,Higher online-spend share — Segment 2
KH00117525,0,Lower-frequency activity — Segment 1
KH00117530,1,Higher online-spend share — Segment 2
KH00117565,0,Lower-frequency activity — Segment 1
KH00117570,1,Higher online-spend share — Segment 2
KH00117605,0,Lower-frequency activity — Segment 1
KH00117610,1,Higher online-spend share — Segment 2
KH00117645,1,Higher online-spend share — Segment 2
KH00117650,0,Lower-frequency activity — Segment 1
KH00117685,1,Higher online-spend share — Segment 2
KH00117690,1,Higher online-spend share — Segment 2
KH00117725,0,Lower-frequency activity — Segment 1
KH00117730,0,Lower-frequency activity — Segment 1
KH00117765,0,Lower-frequency activity — Segment 1
KH00117770,0,Lower-frequency activity — Segment 1
KH00117805,0,Lower-frequency activity — Segment 1
KH00117810,1,Higher online-spend share — Segment 2
KH00117845,0,Lower-frequency activity — Segment 1
KH00117850,1,Higher online-spend share — Segment 2
KH00117885,0,Lower-frequency activity — Segment 1
KH00117890,1,Higher online-spend share — Segment 2
KH00117925,1,Higher online-spend share — Segment 2
KH00117930,1,Higher online-spend share — Segment 2
KH00117965,0,Lower-frequency activity — Segment 1
KH00117970,0,Lower-frequency activity — Segment 1
KH00118005,0,Lower-frequency activity — Segment 1
KH00118010,0,Lower-frequency activity — Segment 1
KH00118045,0,Lower-frequency activity — Segment 1
KH00118050,0,Lower-frequency activity — Segment 1
KH00118085,1,Higher online-spend share — Segment 2
KH00118090,0,Lower-frequency activity — Segment 1
KH00118125,1,Higher online-spend share — Segment 2
KH00118130,1,Higher online-spend share — Segment 2
KH00118165,1,Higher online-spend share — Segment 2
KH00118170,0,Lower-frequency activity — Segment 1
KH00118205,1,Higher online-spend share — Segment 2
KH00118210,0,Lower-frequency activity — Segment 1
KH00118245,1,Higher online-spend share — Segment 2
KH00118250,1,Higher online-spend share — Segment 2
KH00118285,0,Lower-frequency activity — Segment 1
KH00118290,0,Lower-frequency activity — Segment 1
KH00118325,0,Lower-frequency activity — Segment 1
KH00118330,0,Lower-frequency activity — Segment 1
KH00118365,0,Lower-frequency activity — Segment 1
KH00118370,0,Lower-frequency activity — Segment 1
KH00118405,1,Higher online-spend share — Segment 2
KH00118410,0,Lower-frequency activity — Segment 1
KH00118445,0,Lower-frequency activity — Segment 1
KH00118450,0,Lower-frequency activity — Segment 1
KH00118485,0,Lower-frequency activity — Segment 1
KH00118490,1,Higher online-spend share — Segment 2
KH00118525,0,Lower-frequency activity — Segment 1
KH00118530,0,Lower-frequency activity — Segment 1
KH00118565,0,Lower-frequency activity — Segment 1
KH00118570,1,Higher online-spend share — Segment 2
KH00118605,0,Lower-frequency activity — Segment 1
KH00118610,0,Lower-frequency activity — Segment 1
KH00118645,1,Higher online-spend share — Segment 2
KH00118650,0,Lower-frequency activity — Segment 1
KH00118685,1,Higher online-spend share — Segment 2
KH00118690,1,Higher online-spend share — Segment 2
KH00118725,0,Lower-frequency activity — Segment 1
KH00118730,0,Lower-frequency activity — Segment 1
KH00118765,1,Higher online-spend share — Segment 2
KH00118770,1,Higher online-spend share — Segment 2
KH00118805,1,Higher online-spend share — Segment 2
KH00118810,1,Higher online-spend share — Segment 2
KH00118845,1,Higher online-spend share — Segment 2
KH00118850,0,Lower-frequency activity — Segment 1
KH00118885,0,Lower-frequency activity — Segment 1
KH00118890,0,Lower-frequency activity — Segment 1
KH00118925,1,Higher online-spend share — Segment 2
KH00118930,0,Lower-frequency activity — Segment 1
KH00118965,0,Lower-frequency activity — Segment 1
KH00118970,0,Lower-frequency activity — Segment 1
KH00119005,0,Lower-frequency activity — Segment 1
KH00119010,0,Lower-frequency activity — Segment 1
KH00119045,0,Lower-frequency activity — Segment 1
KH00119050,0,Lower-frequency activity — Segment 1
KH00119085,0,Lower-frequency activity — Segment 1
KH00119090,1,Higher online-spend share — Segment 2
KH00119125,1,Higher online-spend share — Segment 2
KH00119130,0,Lower-frequency activity — Segment 1
KH00119165,0,Lower-frequency activity — Segment 1
KH00119170,1,Higher online-spend share — Segment 2
KH00119205,0,Lower-frequency activity — Segment 1
KH00119210,0,Lower-frequency activity — Segment 1
KH00119245,1,Higher online-spend share — Segment 2
KH00119250,0,Lower-frequency activity — Segment 1
KH00119285,0,Lower-frequency activity — Segment 1
KH00119290,0,Lower-frequency activity — Segment 1
KH00119325,1,Higher online-spend share — Segment 2
KH00119330,1,Higher online-spend share — Segment 2
KH00119365,1,Higher online-spend share — Segment 2
KH00119370,0,Lower-frequency activity — Segment 1
KH00119405,1,Higher online-spend share — Segment 2
KH00119410,1,Higher online-spend share — Segment 2
KH00119445,0,Lower-frequency activity — Segment 1
KH00119450,1,Higher online-spend share — Segment 2
KH00119485,0,Lower-frequency activity — Segment 1
KH00119490,0,Lower-frequency activity — Segment 1
KH00119525,0,Lower-frequency activity — Segment 1
KH00119530,0,Lower-frequency activity — Segment 1
KH00119565,0,Lower-frequency activity — Segment 1
KH00119570,0,Lower-frequency activity — Segment 1
KH00119605,1,Higher online-spend share — Segment 2
KH00119610,0,Lower-frequency activity — Segment 1
KH00119645,0,Lower-frequency activity — Segment 1
KH00119650,0,Lower-frequency activity — Segment 1
KH00119685,1,Higher online-spend share — Segment 2
KH00119690,0,Lower-frequency activity — Segment 1
KH00119725,1,Higher online-spend share — Segment 2
KH00119730,0,Lower-frequency activity — Segment 1
KH00119765,0,Lower-frequency activity — Segment 1
KH00119770,0,Lower-frequency activity — Segment 1
KH00119805,1,Higher online-spend share — Segment 2
KH00119810,0,Lower-frequency activity — Segment 1
KH00119845,0,Lower-frequency activity — Segment 1
KH00119850,1,Higher online-spend share — Segment 2
KH00119885,0,Lower-frequency activity — Segment 1
KH00119890,1,Higher online-spend share — Segment 2
KH00119925,1,Higher online-spend share — Segment 2
KH00119930,1,Higher online-spend share — Segment 2
KH00119965,1,Higher online-spend share — Segment 2
KH00119970,1,Higher online-spend share — Segment 2
