consumer_id,median_spend_to_income_ratio,median_credit_utilization_ratio,median_essential_spend_ratio,median_online_spend_ratio,log1p_mean_monthly_transaction_count,n_observed_months,latest_observed_month,months_health_under_40,stress_month_share,months_stressed_high_engagement,months_healthy_low_engagement,mean_financial_health_score,mean_engagement_score,latest_financial_health_score,latest_engagement_score,latest_age,latest_gender,latest_occupation,latest_province_city
KH00105045,0.70215,0.14384999999999998,0.49118949734239326,0.1564091624836721,5.212214667494625,12,2025-12-01,0,0.0,0,0,65.36666666666666,77.89166666666667,56.6,77.2,68,Nam,Nhà di truyền tế bào học,Cần Thơ
KH00105050,0.9198500000000001,0.21455000000000002,0.5710047633997644,0.18785065050657784,5.214482756468736,12,2025-12-01,1,0.08333333333333333,0,0,55.125,79.40833333333333,39.3,78.7,30,Nữ,Thư ký y khoa,Hà Tĩnh
KH00105085,0.61715,0.1557,0.5821018884283639,0.17729910227615037,4.810828422961282,12,2025-12-01,0,0.0,0,0,69.02499999999999,77.45833333333333,49.1,89.5,79,Nam,Kế toán công tài chính công,Phú Thọ
KH00105090,0.5122,0.16385,0.44065008496754543,0.2302743365458515,5.7192182827860405,12,2025-12-01,0,0.0,0,0,69.15833333333333,81.61666666666666,54.4,84.3,50,Nữ,Lập trình viên hệ thống,Phú Thọ
KH00105125,0.3502,0.09240000000000001,0.4528168228736089,0.21394187414042137,5.72194977861165,12,2025-12-01,0,0.0,0,0,73.24166666666666,80.49166666666666,62.4,81.4,24,Nữ,Bác sĩ bệnh viện,Thành phố Hồ Chí Minh
KH00105130,0.60775,0.13635,0.4842189965957948,0.22688715752321348,5.213576138092946,12,2025-12-01,0,0.0,0,0,68.45,80.73333333333333,53.4,78.0,31,Nam,Quản lý bối cảnh quay,Tây Ninh
KH00105165,0.74795,0.26525,0.5447323256831367,0.2239361693887316,4.814214812922799,12,2025-12-01,0,0.0,0,0,61.333333333333336,79.03333333333333,47.5,84.7,59,Nam,Điều dưỡng sức khỏe tâm thần,Điện Biên
KH00105170,0.40195000000000003,0.08315,0.5601548244737038,0.20984277603095305,5.214482756468736,12,2025-12-01,0,0.0,0,0,76.00833333333334,79.88333333333334,68.8,79.0,91,Nữ,Nhà khoa học thính học,Hà Nội
KH00105205,0.7419,0.18475000000000003,0.27477144361423933,0.27757613797960445,4.8209533828960085,12,2025-12-01,0,0.0,0,0,63.19166666666666,82.73333333333333,55.9,84.0,19,Nam,Nhân viên giao nhận vận tải,Lâm Đồng
KH00105210,0.6673,0.2117,0.0958094807780018,0.9006184969373532,2.772588722239781,1,2025-10-01,0,0.0,0,0,62.3,56.5,62.3,56.5,24,Nam,Chuyên viên tư vấn hướng nghiệp,Thái Nguyên
KH00105245,0.6526000000000001,0.17645,0.44141504344660315,0.2544707149697481,5.900582050630809,12,2025-12-01,0,0.0,0,0,67.825,82.93333333333334,51.7,84.7,45,Nữ,Lính cứu hỏa,Tây Ninh
KH00105250,0.7729,0.20155,0.3688690914462486,0.18152570201552398,5.214482756468736,12,2025-12-01,0,0.0,0,0,65.10833333333333,78.48333333333333,54.2,79.1,42,Nam,Điều dưỡng sức khỏe tâm thần,Hưng Yên
KH00105285,0.5081,0.12645,0.5474137911353016,0.1789075785525558,5.502617830060767,12,2025-12-01,0,0.0,0,0,70.28333333333333,80.13333333333334,54.2,79.7,50,Nữ,Kỹ sư khoan,Lào Cai
KH00105290,0.63835,0.1444,0.4673760579996679,0.267266300228409,5.4961431098779565,12,2025-12-01,0,0.0,0,0,65.43333333333334,82.78333333333333,53.6,76.2,30,Nam,Chuyên viên trị liệu kịch nghệ,Đồng Tháp
KH00105325,0.684,0.2101,0.2956502208579771,0.3416560604926256,2.4849066497880004,1,2025-09-01,0,0.0,0,0,63.0,36.8,63.0,36.8,79,Nam,Kế toán viên công chứng,Lạng Sơn
KH00105330,0.75725,0.1647,0.4454826467744381,0.2546636235653592,5.213576138092946,12,2025-12-01,0,0.0,0,0,64.27499999999999,82.16666666666667,55.0,80.5,34,Nữ,Thủ thư thư viện công cộng,Hải Phòng
KH00105365,0.8893,0.31565,0.49294161434196404,0.2342035775366979,5.721404076006021,12,2025-12-01,0,0.0,0,0,57.78333333333333,81.41666666666667,40.7,80.8,36,Nam,Nhân viên cấp cứu,Thái Nguyên
KH00105370,0.76425,0.27955,0.3708093509799786,0.1784803239086875,4.814890716970161,12,2025-12-01,0,0.0,0,0,61.975,77.91666666666667,52.4,78.6,30,Nam,Chuyên viên dựng phim,Lai Châu
KH00105405,0.6204,0.23595,0.5549205296768682,0.1836657831466127,5.5002372814106195,12,2025-12-01,0,0.0,0,0,65.23333333333333,79.56666666666666,51.8,81.0,65,Nam,Nhà thiết kế đồ gỗ,Hà Nội
KH00105410,0.6058,0.15,0.5705387908068345,0.137572407958021,4.137829674161839,12,2025-12-01,0,0.0,0,0,68.59166666666667,74.26666666666667,52.3,70.5,55,Nữ,Chuyên viên công nghệ màu sắc,Hà Nội
KH00105445,0.69465,0.2752,0.507285420710726,0.14173353480300624,5.72194977861165,12,2025-12-01,0,0.0,0,0,62.083333333333336,78.16666666666667,52.8,76.0,46,Nữ,Chuyên viên nghiên cứu xã hội,Quảng Ninh
KH00105450,0.3861,0.1001,0.1798081301072778,0.6627978496513272,2.4849066497880004,1,2025-03-01,0,0.0,0,0,75.6,51.1,75.6,51.1,57,Nữ,Luật sư tư vấn,Hà Nội
KH00105485,0.6873,0.25745,0.48573316807033234,0.18291598047335678,4.814214812922799,12,2025-12-01,0,0.0,0,0,61.775,76.56666666666668,47.7,81.7,80,Nữ,Chuyên viên sinh lý vận động,Lâm Đồng
KH00105490,0.5865499999999999,0.1213,0.4471439844300282,0.23551967045479288,4.808791070813437,12,2025-12-01,0,0.0,0,0,69.89999999999999,81.39999999999999,59.8,81.3,33,Nữ,Kiểm lâm,Thành phố Hồ Chí Minh
KH00105525,0.70665,0.2117,0.5082217177455004,0.1443921852769658,5.215388553632117,12,2025-12-01,0,0.0,0,0,61.50833333333333,77.04166666666667,47.2,81.9,34,Nữ,Nhà khảo cổ học,Thanh Hóa
KH00105530,0.503,0.1051,0.603644269260919,0.16534180796767667,4.817589773939326,12,2025-12-01,0,0.0,0,0,71.76666666666667,76.25,55.2,84.2,35,Nữ,Quản lý công ty du lịch,Hưng Yên
KH00105565,0.4,0.0906,0.1876044242464746,0.6069387823297467,2.3978952727983707,1,2025-01-01,0,0.0,0,0,75.0,48.0,75.0,48.0,86,Nam,Kỹ sư năng lượng,Đà Nẵng
KH00105570,0.57955,0.1366,0.5178610606893226,0.13939594277085535,4.137829674161839,12,2025-12-01,0,0.0,0,0,69.18333333333334,72.35833333333333,56.2,69.6,57,Nam,Kỹ sư hóa học,Cần Thơ
KH00105605,0.5349999999999999,0.15925,0.4490190254076984,0.2396555023187617,5.720038515231207,12,2025-12-01,0,0.0,0,0,68.64999999999999,82.075,57.2,82.3,45,Nữ,Nhà khoa học biển,Cần Thơ
KH00105610,0.617,0.1953,0.49161150152528715,0.22025822055490335,4.135166556742356,12,2025-12-01,0,0.0,0,0,65.70833333333333,75.86666666666666,44.7,83.5,56,Nam,Nghệ sĩ,Hà Nội
KH00105645,0.61,0.22165,0.5220911712892642,0.1894563613662978,5.499215308914927,12,2025-12-01,0,0.0,0,0,66.28333333333333,79.53333333333333,55.1,77.7,26,Nữ,Giảng viên công nghệ thông tin,Quảng Ninh
KH00105650,0.9267,0.18165,0.5010655960088686,0.1877758750627792,4.815566164479798,12,2025-12-01,1,0.08333333333333333,1,0,56.083333333333336,77.35833333333333,35.0,85.5,69,Nam,Nhân viên giao dịch,Phú Thọ
KH00105685,0.4809,0.1119,0.4541043955781771,0.19048661623081048,5.7192182827860405,12,2025-12-01,0,0.0,0,0,69.35833333333333,80.28333333333333,59.7,79.5,23,Nam,Kỹ sư vật liệu,Phú Thọ
KH00105690,0.8139000000000001,0.20085,0.5178763211304996,0.17595686822641599,5.218101032691235,12,2025-12-01,0,0.0,0,0,61.50833333333333,78.54166666666667,49.7,79.6,80,Nữ,Chuyên viên khảo sát khoáng sản,Lâm Đồng
KH00105725,0.48085,0.1076,0.5639363258458132,0.1859466374902059,4.141811099461024,12,2025-12-01,0,0.0,0,0,71.52499999999999,73.64999999999999,63.0,77.7,53,Nam,Luật sư sáng chế,Nghệ An
KH00105730,0.5494,0.14629999999999999,0.37162032364191233,0.17818822808666906,5.499215308914927,12,2025-12-01,0,0.0,0,0,70.10833333333333,78.96666666666667,57.6,79.5,42,Nam,Chuyên viên giám định tổn thất công chứng,Hà Nội
KH00105765,0.8142,0.219,0.5720799859370803,0.18099025761234333,4.814214812922799,12,2025-12-01,0,0.0,0,0,62.11666666666667,78.56666666666666,43.1,84.2,36,Nữ,Kỹ thuật viên phòng thí nghiệm,Thanh Hóa
KH00105770,0.5491,0.1954,0.0391911332172373,0.8094899736163125,2.1972245773362196,1,2025-03-01,0,0.0,0,0,69.2,46.0,69.2,46.0,52,Nữ,Dược sĩ bệnh viện,Quảng Ngãi
KH00105805,0.7679,0.2611,0.38663310633387493,0.16615602621380476,5.214029550025447,12,2025-12-01,0,0.0,0,0,63.18333333333334,78.48333333333333,51.8,79.3,40,Nam,Trợ lý phát thanh,Tuyên Quang
KH00105810,0.71965,0.1444,0.520171389159815,0.21831645603507388,4.137829674161839,12,2025-12-01,0,0.0,0,0,64.23333333333333,75.05,50.0,84.0,39,Nam,Nhà thiết kế nội thất,Tây Ninh
KH00105845,0.76875,0.16385,0.479639478253334,0.1910886375924784,4.1364990019761345,12,2025-12-01,1,0.08333333333333333,1,0,61.48333333333333,72.43333333333334,50.3,77.5,65,Nữ,Nhà văn khoa học,Hà Nội
KH00105850,0.7407,0.2447,0.5189083469857252,0.23901539073216144,4.137829674161839,12,2025-12-01,0,0.0,0,0,63.43333333333334,75.52499999999999,52.1,74.7,51,Nữ,Kỹ thuật viên y tế,Đồng Tháp
KH00105885,0.6003000000000001,0.1423,0.563614117503995,0.1710498652721745,5.212214667494625,12,2025-12-01,0,0.0,0,0,68.51666666666667,78.10833333333333,59.1,76.9,55,Nữ,Chuyên viên thẩm định bảo hiểm,Tuyên Quang
KH00105890,0.5299,0.1057,0.4307407773288333,0.18255702017593256,4.131158535344817,12,2025-12-01,0,0.0,0,0,74.06666666666666,72.31666666666666,62.1,77.8,37,Nam,Kỹ sư phát thanh truyền hình,Cần Thơ
KH00105925,0.3618,0.1362,0.5300032799706851,0.296360595976934,5.4995560824741965,12,2025-12-01,0,0.0,0,0,73.2,83.21666666666667,59.0,78.7,33,Nam,Giám đốc chiến lược,Vĩnh Long
KH00105930,0.8180000000000001,0.2197,0.38016226540358167,0.170452514863735,5.213576138092946,12,2025-12-01,0,0.0,0,0,63.050000000000004,78.175,54.0,79.5,28,Nam,Cán bộ thủy sản,An Giang
KH00105965,0.5616,0.1176,0.1496001220336028,0.8419011091982828,2.1972245773362196,1,2025-07-01,0,0.0,0,0,68.0,47.4,68.0,47.4,76,Nữ,Kỹ sư cấp thoát nước,Đồng Nai
KH00105970,0.51825,0.1127,0.5478793785268141,0.13316575052248747,4.1404857182199555,12,2025-12-01,0,0.0,0,0,72.00833333333334,72.74166666666666,65.2,73.2,79,Nữ,Kỹ sư vật liệu,Đồng Nai
KH00106005,0.62195,0.1356,0.24157063324686806,0.2676377340689393,5.718944722395879,12,2025-12-01,0,0.0,0,0,66.325,82.91666666666667,52.5,86.0,17,Nam,Chuyên viên khảo sát bất động sản,Thành phố Hồ Chí Minh
KH00106010,0.6372,0.13524999999999998,0.4539532613595786,0.1934738269566946,4.1404857182199555,12,2025-12-01,1,0.08333333333333333,1,0,68.40833333333333,75.60833333333333,61.2,76.9,81,Nữ,Kỹ thuật viên kế toán,Đồng Nai
KH00106045,0.6052,0.1844,0.5590798194083455,0.17417265368710094,4.135166556742356,12,2025-12-01,0,0.0,0,0,67.55833333333334,73.35000000000001,47.2,92.5,57,Nam,Kỹ sư kết cấu,Lào Cai
KH00106050,0.58455,0.17135,0.5568038668463324,0.18566708632364687,4.1404857182199555,12,2025-12-01,0,0.0,0,0,68.54166666666667,72.89999999999999,54.0,77.2,52,Nam,Kỹ sư viễn thông,Gia Lai
KH00106085,0.577,0.2298,0.1192064691413597,0.8810587913766217,2.3978952727983707,1,2025-01-01,0,0.0,0,0,65.3,54.1,65.3,54.1,60,Nam,Chuyên viên phân tích rủi ro,Quảng Ngãi
KH00106090,0.6312,0.1993,0.4078893666027874,0.26883501668836496,4.815566164479798,12,2025-12-01,0,0.0,0,0,65.55833333333334,80.39166666666667,54.5,83.4,43,Nữ,Giáo viên tiếng anh,Cần Thơ
KH00106125,0.7882,0.3194,0.5210183800613679,0.18842128896392016,5.720584963332236,12,2025-12-01,0,0.0,0,0,57.449999999999996,80.38333333333334,45.6,77.7,48,Nữ,Giáo viên mầm non,Quảng Trị
KH00106130,0.7676,0.2962,0.0383411799872958,0.8594935171692262,2.4849066497880004,1,2025-02-01,0,0.0,0,0,56.3,57.3,56.3,57.3,83,Nữ,Chánh văn phòng,Thanh Hóa
KH00106165,0.49870000000000003,0.14455,0.596458022057093,0.1120730179025288,4.143134726391533,12,2025-12-01,1,0.08333333333333333,1,0,68.59166666666667,71.71666666666667,64.6,80.2,68,Nữ,Nhà báo tạp chí,Thành phố Hồ Chí Minh
KH00106170,0.5787,0.1497,0.45759542630623185,0.2147685989706336,5.8989836943138165,12,2025-12-01,0,0.0,0,0,65.63333333333334,80.14999999999999,49.5,81.9,21,Nam,Kế toán công tài chính công,Hải Phòng
KH00106205,0.6868,0.21,0.0854898644889966,0.676931977481587,2.0794415416798357,1,2025-01-01,0,0.0,0,0,60.8,56.8,60.8,56.8,58,Nam,Nhân viên phát triển cộng đồng,Lào Cai
KH00106210,0.8473,0.2316,0.289940689135756,0.7057443670369673,2.5649493574615367,1,2025-12-01,0,0.0,0,0,54.5,53.8,54.5,53.8,68,Nữ,Thư ký pháp lý,Huế
KH00106245,0.36750000000000005,0.10865,0.5173581691975294,0.24362214049419328,4.815566164479798,12,2025-12-01,0,0.0,0,0,72.86666666666666,80.81666666666666,60.9,81.1,36,Nam,Bác sĩ đo mắt,Nghệ An
KH00106250,0.38325,0.129,0.5364100407916867,0.16883260577780626,5.497168225293202,12,2025-12-01,0,0.0,0,0,74.54166666666667,78.10833333333333,67.6,78.8,64,Nữ,Luật sư tranh tụng,Phú Thọ
KH00106285,0.3756,0.1083,0.0876112548432219,0.7552145872275108,2.4849066497880004,1,2025-03-01,0,0.0,0,0,74.8,49.6,74.8,49.6,58,Nam,Luật sư,Ninh Bình
KH00106290,0.70885,0.20095000000000002,0.5709176913188163,0.17798180657870855,5.213576138092946,12,2025-12-01,0,0.0,0,0,64.02499999999999,79.28333333333333,52.7,77.6,54,Nam,Nhà thiết kế trang sức,Ninh Bình
KH00106325,0.5922000000000001,0.13355,0.5646036389538769,0.2000726052722283,5.216745712854225,12,2025-12-01,0,0.0,0,0,68.15833333333333,80.05,57.6,78.7,58,Nam,Nhà tâm lý học lâm sàng,Hưng Yên
KH00106330,0.6365,0.1631,0.0148828342051311,0.8871884041309804,2.5649493574615367,1,2025-04-01,0,0.0,0,0,64.5,50.0,64.5,50.0,55,Nam,Chuyên viên dựng phim,Thanh Hóa
KH00106365,0.66665,0.1912,0.5258176953487738,0.17414633951037495,5.214935757608986,12,2025-12-01,0,0.0,0,0,65.33333333333333,79.39999999999999,50.1,82.0,87,Nam,Chuyên viên trang điểm,Thành phố Hồ Chí Minh
KH00106370,0.4902,0.1829,0.0735903855783675,0.4434001001502253,2.4849066497880004,1,2025-09-01,0,0.0,0,0,71.4,40.5,71.4,40.5,58,Nữ,Kỹ sư phần mềm,Hải Phòng
KH00106405,0.4981,0.1161,0.4295117576001327,0.173904300664674,4.135166556742356,12,2025-12-01,0,0.0,0,0,73.30833333333332,72.825,56.9,75.3,37,Nam,Bác sĩ ung bướu,Cà Mau
KH00106410,0.6424,0.14035,0.4626724718001025,0.2645136479832504,5.901266279189834,12,2025-12-01,0,0.0,0,0,67.325,83.05,55.5,82.9,44,Nữ,Chuyên viên giám định tổn thất công chứng,Đồng Tháp
KH00106445,0.77665,0.2399,0.5788958390976484,0.1560208713258524,4.128477568591559,12,2025-12-01,0,0.0,0,0,62.71666666666667,71.875,55.3,77.1,73,Nữ,Nhân viên cứu trợ quốc tế,Đà Nẵng
KH00106450,0.7353,0.1636,0.4776986914267855,0.163215259471381,5.212668697014343,12,2025-12-01,0,0.0,0,0,65.22500000000001,77.26666666666667,56.4,76.0,55,Nam,Chuyên viên thu mua bán lẻ,Hưng Yên
KH00106485,0.7099,0.16715,0.5312222427358212,0.1691016085735943,5.90286099418778,12,2025-12-01,0,0.0,0,0,64.03333333333333,79.0,54.3,78.5,36,Nữ,Chuyên viên nghiên cứu chính trị,Gia Lai
KH00106490,0.7414,0.2537,0.7323880995461691,0.0,2.1972245773362196,1,2025-12-01,0,0.0,0,0,63.4,17.4,63.4,17.4,74,Nữ,Cán bộ thông tin,Cần Thơ
KH00106525,0.6908000000000001,0.18555,0.390523226502535,0.17106425413537357,4.1404857182199555,12,2025-12-01,0,0.0,0,0,65.65833333333333,72.175,56.3,76.4,50,Nam,Nghệ nhân thổi thủy tinh,Thành phố Hồ Chí Minh
KH00106530,0.7159500000000001,0.1524,0.5064471691262081,0.11439530932328279,4.81150661898592,12,2025-12-01,0,0.0,0,0,64.31666666666666,74.34166666666667,46.9,74.2,72,Nam,Tiếp viên hàng không,Đồng Nai
KH00106565,0.5099,0.1185,0.44981258594690254,0.1662817485453176,5.723857396031667,12,2025-12-01,0,0.0,0,0,66.55833333333334,80.05,53.0,85.3,21,Nam,Nhà giao dịch hợp đồng tương lai,Gia Lai
KH00106570,0.39605,0.1492,0.253530926717786,0.24024221293447956,4.137829674161839,12,2025-12-01,0,0.0,0,0,72.56666666666666,77.55833333333334,51.0,90.5,16,Nữ,Giảng viên đại học,Thành phố Hồ Chí Minh
KH00106605,0.6296999999999999,0.13290000000000002,0.4395886902900269,0.17518737254231193,5.212668697014343,12,2025-12-01,0,0.0,0,0,67.8,79.84166666666667,59.0,77.3,89,Nữ,Chuyên viên chăm sóc bàn chân,Hải Phòng
KH00106610,0.5746,0.13755,0.5369417506914057,0.18339192544767347,4.813538451720147,12,2025-12-01,0,0.0,0,0,70.11666666666666,78.2,63.7,81.8,63,Nam,Nhà địa chất công trình,Thành phố Hồ Chí Minh
KH00106645,0.6392,0.1516,0.3958135487184291,0.1589559404843249,5.4975096970397335,12,2025-12-01,0,0.0,0,0,68.08333333333333,78.075,55.9,78.0,46,Nam,Nhà độc chất học,Bắc Ninh
KH00106650,0.5796,0.11445,0.4460188751403556,0.21561040156370145,5.212668697014343,12,2025-12-01,0,0.0,0,0,69.85833333333333,80.41666666666667,61.4,80.7,29,Nữ,Quản lý công viên giải trí,Thành phố Hồ Chí Minh
KH00106685,0.4928,0.11415,0.38856108426754166,0.1900277804236435,4.813538451720147,12,2025-12-01,0,0.0,0,0,72.575,78.25,58.1,77.3,35,Nam,Quản lý hoạt động ngoài trời,Cần Thơ
KH00106690,0.629,0.1786,0.5229833419863597,0.20649919038882947,4.131158535344817,12,2025-12-01,0,0.0,0,0,66.31666666666666,74.675,54.5,83.8,90,Nữ,Nhà thiết kế dệt may,Lào Cai
KH00106725,0.73285,0.2096,0.5408261228817448,0.1968161955647387,5.498192290922892,12,2025-12-01,0,0.0,0,0,63.86666666666667,78.80833333333334,49.7,81.4,65,Nam,Thủ thư học thuật,Đắk Lắk
KH00106730,0.6026,0.17770000000000002,0.5604290501738549,0.16579519339969223,4.1298189504157605,12,2025-12-01,0,0.0,0,0,69.325,71.73333333333333,55.5,74.0,67,Nam,Chuyên viên phôi học lâm sàng,Tuyên Quang
KH00106765,0.6840999999999999,0.25215,0.5016279721259236,0.17219081382577905,5.214482756468736,12,2025-12-01,0,0.0,0,0,63.416666666666664,78.91666666666667,53.0,79.6,65,Nam,Người hướng dẫn học tập,Thành phố Hồ Chí Minh
KH00106770,0.6797,0.25765000000000005,0.5770299281124811,0.20655781276958957,5.496826636903886,12,2025-12-01,0,0.0,0,0,64.49166666666666,79.58333333333333,49.2,81.9,51,Nữ,Nhà di truyền tế bào học,Hà Nội
KH00106805,0.6532,0.1663,0.5556299461966913,0.18627585484248183,5.90286099418778,12,2025-12-01,0,0.0,0,0,66.28333333333333,80.175,52.9,82.0,31,Nữ,Chuyên viên dựng phim,Đồng Tháp
KH00106810,0.7866,0.27365,0.4650722647184099,0.13179877959722358,4.137829674161839,12,2025-12-01,5,0.4166666666666667,2,0,47.166666666666664,74.09166666666667,30.3,73.0,43,Nam,Chuyên viên khảo sát khoáng sản,Lào Cai
KH00106845,0.8258,0.3339,0.3923109420690102,0.1832121623466042,5.211760431738461,12,2025-12-01,0,0.0,0,0,58.94166666666666,79.2,47.9,79.4,36,Nam,Nhà hóa sinh lâm sàng,Cà Mau
KH00106850,0.79975,0.28974999999999995,0.5074597700087167,0.24404249753488033,4.1404857182199555,12,2025-12-01,1,0.08333333333333333,1,0,58.21666666666667,78.35833333333333,52.9,73.9,53,Nam,Chuyên viên nghiên cứu chính trị,Đồng Nai
KH00106885,0.4665,0.129,0.5426549170278925,0.14327425643386416,4.814890716970161,12,2025-12-01,0,0.0,0,0,71.98333333333333,76.15,60.7,80.7,58,Nữ,Kỹ sư bảo trì,Lâm Đồng
KH00106890,0.7286,0.1541,0.1078827957367476,0.4614522142882268,2.639057329615259,1,2025-06-01,0,0.0,0,0,60.6,44.7,60.6,44.7,23,Nữ,Trợ lý sản xuất truyền hình,Đồng Nai
KH00106925,0.5818,0.1688,0.5760195005618007,0.21794558162809305,4.814214812922799,12,2025-12-01,0,0.0,0,0,66.38333333333334,80.43333333333334,46.5,92.9,43,Nam,Nhà khoa học nghiên cứu khoa học tự nhiên,Đồng Nai
KH00106930,0.558,0.1242,0.5899536111766359,0.14622011032715382,4.810828422961282,12,2025-12-01,0,0.0,0,0,71.41666666666667,75.43333333333332,52.2,84.8,58,Nữ,Nhà khoa học nghiên cứu y học,Cà Mau
KH00106965,0.8323499999999999,0.16315000000000002,0.5468578798423261,0.178039394490586,5.498192290922892,12,2025-12-01,0,0.0,0,0,62.46666666666667,79.58333333333333,55.7,77.1,61,Nam,Sĩ quan huấn luyện quân đội,Phú Thọ
KH00106970,0.6149500000000001,0.1211,0.4965769666650801,0.1953728340541535,4.812861632743379,12,2025-12-01,0,0.0,0,0,66.55833333333334,78.43333333333334,63.3,75.9,70,Nữ,Chuyên viên ngân hàng đầu tư doanh nghiệp,Lâm Đồng
KH00107005,0.4347,0.099,0.5576652692069096,0.1960895602259684,4.1364990019761345,12,2025-12-01,0,0.0,0,0,73.86666666666666,74.30833333333334,65.1,78.0,53,Nam,Kỹ sư vật liệu,Tuyên Quang
KH00107010,0.4839,0.20329999999999998,0.5493189436502504,0.11592661345422889,4.81014976667463,12,2025-12-01,0,0.0,0,0,68.425,75.11666666666666,51.3,79.9,82,Nam,Kỹ sư năng lượng,Đắk Lắk
KH00107045,0.7477,0.2227,0.49326919920684786,0.1379704874809452,4.1364990019761345,12,2025-12-01,0,0.0,0,0,64.26666666666667,72.23333333333333,57.2,75.3,57,Nam,Thư ký y khoa,Quảng Ninh
KH00107050,0.7233499999999999,0.16995,0.5586638420048381,0.26363074040424905,4.1364990019761345,12,2025-12-01,1,0.08333333333333333,1,0,63.43333333333334,76.65833333333333,57.5,77.1,47,Nam,Chuyên viên nghiên cứu thị trường,Khánh Hòa
KH00107085,0.69505,0.20834999999999998,0.45780574833135224,0.2515165203265972,5.901266279189834,12,2025-12-01,0,0.0,0,0,64.3,82.98333333333333,47.9,83.8,49,Nữ,Nhà vật lý y tế,Lâm Đồng
KH00107090,0.71465,0.2224,0.5437252064482937,0.2219389733768386,4.128477568591559,12,2025-12-01,0,0.0,0,0,63.00833333333333,74.60000000000001,47.2,85.4,56,Nam,Chuyên viên quan hệ công chúng,Quảng Trị
KH00107125,0.7498499999999999,0.20535,0.386464019868144,0.19509844093727546,4.814214812922799,12,2025-12-01,0,0.0,0,0,64.73333333333333,78.45,55.3,80.3,29,Nam,Chuyên viên quy hoạch giao thông,Quảng Ngãi
KH00107130,0.426,0.12254999999999999,0.5370403751609223,0.1652572186860993,4.814214812922799,12,2025-12-01,0,0.0,0,0,69.03333333333333,77.85833333333333,53.8,81.0,58,Nữ,Nhà khoa học y sinh,Thành phố Hồ Chí Minh
KH00107165,0.57735,0.14479999999999998,0.45584292716305164,0.2137556901512183,5.7224951835883555,12,2025-12-01,0,0.0,0,0,66.58333333333333,81.19166666666666,58.8,78.1,22,Nam,Quản lý công ty du lịch,Đồng Nai
KH00107170,0.8368,0.19995,0.5104836441816227,0.151216099763545,5.500918016630917,12,2025-12-01,0,0.0,0,0,62.5,78.72500000000001,52.9,82.9,62,Nữ,Nhà sản xuất phát thanh,Đà Nẵng
KH00107205,0.4763,0.1566,0.5522846958694145,0.21498478068134924,5.498533413218542,12,2025-12-01,0,0.0,0,0,68.81666666666666,80.7,58.0,80.8,26,Nam,Kỹ sư y sinh,Lâm Đồng
KH00107210,0.5203500000000001,0.14675,0.39909522842379286,0.16597123269730196,5.215388553632117,12,2025-12-01,0,0.0,0,0,72.26666666666667,77.64999999999999,59.9,78.9,46,Nam,Cán bộ quản lý thị trường,Đồng Tháp
KH00107245,0.5719,0.1991,0.5631583301731062,0.11584111278197246,4.1298189504157605,12,2025-12-01,0,0.0,0,0,68.60833333333333,71.80833333333334,52.1,76.9,53,Nam,Phó giáo sư,Sơn La
KH00107250,0.7629999999999999,0.16,0.5380841716328753,0.20765337085641744,5.500577706945823,12,2025-12-01,0,0.0,0,0,61.083333333333336,81.11666666666666,55.4,79.7,30,Nữ,Chuyên viên kinh doanh công nghệ thông tin,Sơn La
KH00107285,0.65795,0.21095,0.5396885642531323,0.2012175344413279,4.812184355372417,12,2025-12-01,0,0.0,0,0,66.24166666666666,77.39999999999999,54.3,79.8,51,Nữ,Lập trình viên hệ thống,Cao Bằng
KH00107290,0.58615,0.1268,0.43359358376303303,0.1962341924127768,5.217649463480582,12,2025-12-01,0,0.0,0,0,67.05833333333332,80.79166666666667,57.6,80.0,19,Nữ,Người phụ trách bảo tàng,Thành phố Hồ Chí Minh
KH00107325,0.5429,0.17830000000000001,0.5139618047939248,0.17816180471362164,5.902633333401366,12,2025-12-01,0,0.0,0,0,67.50833333333334,79.19166666666666,51.2,84.2,31,Nữ,Kỹ sư điện tử,Nghệ An
KH00107330,0.6143000000000001,0.1734,0.4534459097034105,0.190506793034877,5.724673833687577,12,2025-12-01,0,0.0,0,0,65.00833333333334,81.6,51.9,87.5,16,Nữ,Giáo viên trung học,Đồng Nai
KH00107365,0.4813,0.15189999999999998,0.6089749433687779,0.12622417216509355,4.1298189504157605,12,2025-12-01,0,0.0,0,0,70.675,71.8,53.2,74.5,55,Nam,Kỹ sư xây dựng tư vấn,Thành phố Hồ Chí Minh
KH00107370,0.5937,0.1301,0.111223820036995,0.6049361537084551,2.302585092994046,1,2025-05-01,0,0.0,0,0,67.1,49.1,67.1,49.1,80,Nam,Quản lý trung tâm thể hình,Ninh Bình
KH00107405,0.6228,0.16010000000000002,0.41173801620462136,0.20376342455812357,4.133832333729219,12,2025-12-01,0,0.0,0,0,67.825,75.25833333333334,52.7,76.5,30,Nam,Chuyên viên tư vấn tài chính,Vĩnh Long
KH00107410,0.69045,0.15905,0.4622586854506714,0.2549252599564019,5.8994406282948075,12,2025-12-01,0,0.0,0,0,65.51666666666667,82.84166666666667,55.8,82.2,39,Nữ,Nhà thầu,Thành phố Hồ Chí Minh
